time,ais_frequency,resonance,beat_frequency,intermod_frequency,topology_mismatch,spike_rate,scorch_depth,noise_level,island_Delta_power,island_Delta_freq,island_Theta_power,island_Theta_freq,island_Alpha_power,island_Alpha_freq,island_Beta_3_power,island_Beta_3_freq,island_Beta_power,island_Beta_freq,island_Gamma_power,island_Gamma_freq
45.5,6.000000000000001,0.6712733754008366,8.881784197001252e-16,1.9999999999999996,0.3819484060811805,140.0,0.027893277803145367,0.1,0.0,2,0.6180515939188195,6,0.12556769942157392,10,0.14396554443977655,15,0.06641917602836094,22,0.045995986094426324,40
46.0,6.0,0.6723238695889033,0.0,2.0,0.38841826748087194,135.5,0.02783751914081688,0.1,0.0,2,0.6115817325191281,6,0.14379240258751566,10,0.14648333573944308,15,0.04537880759063291,22,0.05276372144739442,40
46.5,6.0,0.6255221662154031,0.0,2.0,0.4512078896504549,124.0,0.027781871940054388,0.1,0.0,2,0.5487921103495451,6,0.18246095273180346,10,0.154656139416626,15,0.061791126248840034,22,0.05229967112201547,40
47.0,7.302542694019016,0.6006208915755361,1.3025426940190163,1.3487286529904918,0.5440383784045366,118.5,0.027726335978046218,0.1,0.0,2,0.4559616215954634,6,0.2687704649191083,10,0.16866286327933158,15,0.059474097040587204,22,0.04713095303986054,40
47.5,4.272731373233321,0.36633290789419937,1.727268626766679,1.1363656866166605,0.6375801059192582,73.0,0.027670911032426103,0.1,0.0,2,0.3624198940807418,6,0.3650223970814813,10,0.15690172093664165,15,0.06072693513780632,22,0.054929052601870455,40
48.0,4.901341555857856,0.36977290979721117,1.0986584441421439,1.450670777928928,0.7033248571904982,72.0,0.027615596881272284,0.1,0.0,2,0.29667514280950175,6,0.3884429823554448,10,0.20111182421840915,15,0.05315531472758942,22,0.06061473572871814,40
48.5,2.9066787414757793,0.2643510836925171,0.9066787414757793,1.5466606292621103,1.0,46.0,0.027560393303106622,0.1,0.0,2,0.4156284626267897,6,0.32821264848460024,10,0.15578729838629085,15,0.042470140853020207,22,0.05790144947203879,40
49.0,2.9002914667065682,0.27273469756173496,0.9002914667065682,1.5498542666467159,1.0,49.5,0.02750530007689371,0.1,0.0,2,0.44184368596548396,6,0.22353787698780303,10,0.19689909320227322,15,0.05556826607598517,22,0.08215107752950822,40
49.5,3.6473421823636363,0.33263527209186616,1.6473421823636363,1.1763289088181819,1.0,53.5,0.02745031698204,0.1,0.0,2,0.4281455909548651,6,0.16603371780894433,10,0.24069505589436954,15,0.08273446293599324,22,0.08239117219860681,40
50.0,6.866959175996989,0.48149969641823626,0.866959175996989,1.5665204120015055,0.6917452347982217,80.0,0.027395443798392902,0.1,0.0,2,0.3082547652017783,6,0.309610586769539,10,0.2518461987847595,15,0.07957138846704535,22,0.05071706060779056,40
50.5,7.203399912079349,0.5346762135364176,1.203399912079349,1.3983000439603255,0.8025648102062539,97.0,0.027340680306239915,0.1,0.0,2,0.19743518979374614,6,0.5347502611837346,10,0.18169518283053046,15,0.03414430905730476,22,0.051975056946199936,40
51.0,8.856976267924173,0.6894672096435353,1.143023732075827,1.4284881339620865,0.35936133134825954,130.5,0.027286026286307743,0.1,0.0,2,0.11690432878211246,6,0.6406386686517405,10,0.15782132386660505,15,0.04010792100177097,22,0.04452775757927413,40
51.5,7.428923821798683,0.5439955126201178,1.4289238217986826,1.2855380891006587,0.949431685845829,78.0,0.027231481519761413,0.1,0.0,2,0.05056831415417096,6,0.7111331374309711,10,0.15196379284419093,15,0.04775087986340696,22,0.03858387561372069,40
52.0,8.732280664047423,0.6774320358990656,1.2677193359525774,1.3661403320237113,0.32405609258334533,138.0,0.02717704578820341,0.1,0.0,2,0.06478049787602685,6,0.6759439074166547,10,0.1457068173188412,15,0.08331826705788507,22,0.030250510249193417,40
52.5,10.0,0.7376861954634074,0.0,2.0,0.31433702297845834,158.0,0.028652418179130223,0.1,0.0,2,0.04067959825424304,6,0.6856629770215417,10,0.1414400915804737,15,0.09222005321705745,22,0.039997279847654964,40
53.0,10.0,0.7863045733338021,0.0,2.0,0.2569988340388296,172.5,0.030225027325797828,0.1,0.0,2,0.01815900892177871,6,0.7430011659611704,10,0.14365069164432984,15,0.054844760723390694,22,0.04034437265050062,40
